artistName,spotifyName,imageUrl,genres,spotifyUrl
Hibernation,Hibernation,https://i.scdn.co/image/ab6761610000e5eb8ee7f87a74991416cf9c0305,"['ambient psychill', 'psychill']",https://open.spotify.com/artist/4oJCjx0wtw0ZUj1xNv50ZR
Raappana,Raappana,https://i.scdn.co/image/ab6761610000e5eb70b22b21be6e4f04f33257b4,"['finnish dance pop', 'finnish hip hop', 'finnish reggae']",https://open.spotify.com/artist/7m7tqSW9C7alkliDAZYvF0
Insaneacyde,Insaneacyde,,[],
Vibrasphere,Vibrasphere,https://i.scdn.co/image/ab6761610000e5eb121204fe9f8030232570c64e,"['psychedelic trance', 'psychill']",https://open.spotify.com/artist/0CsPrPCuz1c87PHgg4ZEOY
Phutureprimitive,Phutureprimitive,https://i.scdn.co/image/ab6761610000e5eb8490d5988a750a74638565b8,"['dubstep product', 'glitch hop', 'psychill']",https://open.spotify.com/artist/7dSn0mEhOoCO7TA8biZRq6
Bluetech,Bluetech,https://i.scdn.co/image/ab6761610000e5eb2932a93eb01f8b99e7a8564e,"['downtempo', 'psychill', 'psydub']",https://open.spotify.com/artist/5yUtOYdnxxWdcIoZM1dx68
Gus Till,Gus Till,https://i.scdn.co/image/ab6761610000e5eba6426c5e97cfd116ae831170,['psydub'],https://open.spotify.com/artist/74hWCQKUfHwDmUPFLCvKKm
Tamlin,Tamlin,https://i.scdn.co/image/ab67616d0000b273120142d38fa73e1af4602e70,['suomisaundi'],https://open.spotify.com/artist/0XI71T3FJT3EZ71SKz5oVE
Gåte,Kevin Gates,https://i.scdn.co/image/ab6761610000e5eb180a7912dbf0e40790292ba3,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",https://open.spotify.com/artist/1gPhS1zisyXr5dHTYZyiMe
Raz,RAZZ,https://i.scdn.co/image/ab6761610000e5eb04488cd8e698eb0ed1429195,[],https://open.spotify.com/artist/5rRsKY7EykyWCpURh3a64G
Diamond Head,Diamond Head,https://i.scdn.co/image/ab6761610000e5eb9ed1ebe8865e05d2ad3752cb,"['hard rock', 'metal', 'nwobhm', 'speed metal', 'thrash metal']",https://open.spotify.com/artist/3z3KnhKZObj216IgfHYGVf
Sadus,Sadus,https://i.scdn.co/image/ab6761610000e5eb63f9fb7a10c02ea28e701758,"['deathrash', 'old school thrash', 'technical thrash', 'thrash metal']",https://open.spotify.com/artist/2J1GmSL3D47TR4TdFYs2hu
The G-Men RVA,The G-Men RVA,,[],
Buck Griffin,Buck Griffin,https://i.scdn.co/image/ab67616d0000b27309acd0d6c01b54492fe66d93,['traditional rockabilly'],https://open.spotify.com/artist/7iqxgg2Pcnm4zUy5rp6KhI
Alvis Wayne,Alvis Wayne,https://i.scdn.co/image/ab67616d0000b273aa693f82ecd7cfec1fcea7a0,"['neo-rockabilly', 'traditional rockabilly']",https://open.spotify.com/artist/0ZMdIqifHQ2XBsphrsrrF3
The Strangeloves,The Strangeloves,https://i.scdn.co/image/ab67616d0000b2736d7a257b43b32f1144f14752,['classic garage rock'],https://open.spotify.com/artist/4NMkJqM1SsQP3gk81cqk6K
the ring of fire,The Cast of Ring of Fire,,[],https://open.spotify.com/artist/0JDYAOIdT8W2pAfg7mjor1
Hoyt Johnson,HOYT JOHNSON,,[],https://open.spotify.com/artist/4czq3qiFVUPRLuutbawNDW
Eddie Bond,Eddie Bond,https://i.scdn.co/image/ab67616d0000b2734ad4672e214a1e7fb266a2ee,"['rock-and-roll', 'rockabilly', 'traditional rockabilly']",https://open.spotify.com/artist/4p6a47VbiLjsFqZJy92wUE
Danny Dean and the Homewreckers,Danny Dean And The Homewreckers,https://i.scdn.co/image/ab67616d0000b27338218ad564b2ef7b591b9a4d,['neo-rockabilly'],https://open.spotify.com/artist/1h1zZcJAu24eBZjUE5cD9w
Eddie Cochran,Eddie Cochran,https://i.scdn.co/image/598642ecbc39004cdbb63dd018042db59b0385e5,"['rock-and-roll', 'rockabilly']",https://open.spotify.com/artist/1p0t3JtUTayV2wb1RGN9mO
Sleepy LaBeef,Sleepy LaBeef,https://i.scdn.co/image/ab67616d0000b27375677de7384231dbcdd4bc71,['rockabilly'],https://open.spotify.com/artist/4TWlhLMKfoIXqJOYxwKhdf
The Riptones,The Riptones,https://i.scdn.co/image/ab67616d0000b273253c15a554d7d1521f2ed8b3,['neo-rockabilly'],https://open.spotify.com/artist/2cefGTgMDDcsfCpXAzmPKZ
Cave Catt Sammy,Cave Catt Sammy,https://i.scdn.co/image/ab67616d0000b273ce01ee66edf237e4e6bf38ee,['neo-rockabilly'],https://open.spotify.com/artist/5YYBTHYcoLBsdMMcmQd7iR
Larry Donn,Larry Donn,https://i.scdn.co/image/ab67616d0000b273b5abf55a013b586867a5aad5,"['neo-rockabilly', 'traditional rockabilly']",https://open.spotify.com/artist/1t8Z7VITrOGd1jIjRDgwvF
Arty Hill and the Long Gone Daddys,Arty Hill and the Long Gone Daddys,https://i.scdn.co/image/ab67616d0000b273237b8fa54949ff3b03708d8c,[],https://open.spotify.com/artist/0uVOVRV631KNloFx803Q0y
Jonathan Richman and the Modern Lovers,Jonathan Richman & The Modern Lovers,https://i.scdn.co/image/d55a830762d885ab4561ddc77a9d59498100b591,['boston rock'],https://open.spotify.com/artist/0NjdXlUziaK1qv3kgZV4Jy
Gene Vincent,Gene Vincent,https://i.scdn.co/image/7e8504fa090b9251bd6d02a41dfa9566dbdb36a7,"['rock-and-roll', 'rockabilly']",https://open.spotify.com/artist/5VAHm7V5mnsxvQrWw3KHmx
High Noon,High Noon,https://i.scdn.co/image/ab67616d0000b273e9ad1e02e987f94a402db5e8,['neo-rockabilly'],https://open.spotify.com/artist/6YEbfOzgzfHhu9AH8s9Pot
Dave Travis,Dave Travis,https://i.scdn.co/image/ab67616d0000b2737a18e9a86cd79a45842ceb8d,[],https://open.spotify.com/artist/74fYTV6yPh8jtM8nie7ovi
Tommy Blake,Tommy Blake,https://i.scdn.co/image/ab67616d0000b273a04c8c89a23520b0083d6b9b,"['rockabilly', 'traditional rockabilly']",https://open.spotify.com/artist/2x9rXRL308BFyy1Ubrk9pS
The Knickerbockers,The Knickerbockers,https://i.scdn.co/image/ab67616d0000b273d6a2a65a105a8ac256bf9600,['classic garage rock'],https://open.spotify.com/artist/3L13VZ9rCpmR1p7p6A2WGu
Andy Anderson,Andy Anderson,https://i.scdn.co/image/ab67616d0000b2737a6ed351c557aa67172b2427,['traditional rockabilly'],https://open.spotify.com/artist/0WCFjIOqSC4cjKPUxkgrob
The Rockats,The Rockats,https://i.scdn.co/image/ab6761610000e5eb296ec417018d5205a8139b27,"['deep psychobilly', 'neo-rockabilly']",https://open.spotify.com/artist/3EHd8azqALUq76v5HZXRVU
Bernie Early,Bernie Early,https://i.scdn.co/image/ab67616d0000b2738646927b8d3f38a8e04e5c76,[],https://open.spotify.com/artist/0wItgiALzkjmoB8n9UM6OT
Josie Kreuzer,Josie Kreuzer,https://i.scdn.co/image/ab67616d0000b273ab151dac4b4e8ef4103b0c53,['neo-rockabilly'],https://open.spotify.com/artist/6xUuyl9ipRP3PkW6FYfRfF
DICKY DIXON LAKE RECORDS,DICKY DIXON LAKE RECORDS,,[],
Jack Scott,Jack Scott,https://i.scdn.co/image/ab67616d0000b273841afbc16cb516e28eb163ac,"['canadian rockabilly', 'doo-wop', 'rock-and-roll', 'rockabilly']",https://open.spotify.com/artist/4ucP0bNegd7Q4ewdOKIBfz
Ronnie Hawkins,Ronnie Hawkins,https://i.scdn.co/image/ab67616d0000b273e8a69d6420bce0ed8a8fa918,"['canadian blues', 'canadian rockabilly', 'swamp rock']",https://open.spotify.com/artist/2viYME3n7SlMsIOEqWmEHv
Matchbox,Matchbox,https://i.scdn.co/image/eacbaaf1cf51c98c3af38d4a4f34a7abde5fc4a7,"['rockabilly', 'uk rockabilly']",https://open.spotify.com/artist/1TZLeOYelnAiEkOJnofWrj
Sonny Burgess,Sonny Burgess,https://i.scdn.co/image/d7dc7754e88d8e0a0d0e0f54da32faf5fedde7c7,['classic texas country'],https://open.spotify.com/artist/7oImxWzOx1tNG8O34ASsbi
Ray Campi,Ray Campi,https://i.scdn.co/image/6894fce316e402366c2b29e7069ae2f13c6ba816,"['rockabilly', 'traditional rockabilly']",https://open.spotify.com/artist/1dCuGaCG60TlWCLjFJ69N3
Dale Hawkins,Dale Hawkins,https://i.scdn.co/image/ab67616d0000b27314c48a2041418e72c4b89699,"['rock-and-roll', 'rockabilly', 'swamp rock']",https://open.spotify.com/artist/7kcPzHlsyJm5tDv7JMcr6T
Narvel Felts,Narvel Felts,https://i.scdn.co/image/8c510d19b6534fd13967082568f9c343d9ec6af1,['arkansas country'],https://open.spotify.com/artist/5i7UKP91HFnfeoC0p9SH9T
Johnny Kidd & The Pirates,Johnny Kidd & The Pirates,https://i.scdn.co/image/ab67616d0000b2736006f72adb5ffe7b4b02dadd,"['british invasion', 'rock-and-roll']",https://open.spotify.com/artist/52y1cRHUkI0kQqIXCg6JuZ
Autry Inman,Autry Inman,https://i.scdn.co/image/ab67616d0000b2730d5b2d5a064e7eadb03d3195,[],https://open.spotify.com/artist/4bZ35anzwQN5e7jBYkB6iO
Billy J. Kramer & The Dakotas,Billy J. Kramer & The Dakotas,https://i.scdn.co/image/ab67616d0000b273e43d10e6b14eafe8771b3938,['merseybeat'],https://open.spotify.com/artist/7m2WaGqLDhPRdhdw5MOxjX
Walt Solek,Walt Solek,,['polka'],https://open.spotify.com/artist/4Ji9MguylKddzWj4XMVZCM
The Dave Clark Five,The Dave Clark Five,https://i.scdn.co/image/ab6761610000e5ebb66a687d53818e1e9f5cdeb5,"['british invasion', 'merseybeat']",https://open.spotify.com/artist/2HBbky0Z08ZcCKVsXWbNE4
Mickey Hawks,Mickey Hawks,https://i.scdn.co/image/ab67616d0000b2734d3cf058d36b4e4bb987076f,"['rockabilly', 'traditional rockabilly']",https://open.spotify.com/artist/4w3hEoIQ1lXTz8bvOasZ9r
Hicksville Bombers,Hicksville Bombers,https://i.scdn.co/image/ab67616d0000b273d841d67a76f99fb16078ef73,"['neo-rockabilly', 'uk rockabilly']",https://open.spotify.com/artist/64xK4gxDAMvNO5z8sFi5cN
Ernie Barton,Ernie Barton,https://i.scdn.co/image/ab67616d0000b2739ccb9a63694c37e2a8f9d9b6,[],https://open.spotify.com/artist/2Jqs9oHdg54UFEejXzaR8p
Frank Yankovic and His Yanks,Frankie Yankovic And His Yanks,https://i.scdn.co/image/ab67616d0000b273393e71a96d9f15f3cef6b4f8,['polka'],https://open.spotify.com/artist/0kOm0JSAMVFP3wlgy7X9z8
Doug Wilshire,Doug Wilshire,https://i.scdn.co/image/ab67616d0000b27382282bdc05ec242accc99819,"['australian rockabilly', 'neo-rockabilly']",https://open.spotify.com/artist/0YOBvhmLt26v2SGUcVwvuf
Duane Eddy,Duane Eddy,https://i.scdn.co/image/427b1b9c5b3c5f8d3341b65d491342528be05896,"['rock-and-roll', 'rockabilly', 'surf music']",https://open.spotify.com/artist/1I5Cu7bqjkRg85idwYsD91
The Sugarplastic,The Sugarplastic,https://i.scdn.co/image/ab67616d0000b273d78837a2c31818580b2f016b,[],https://open.spotify.com/artist/3A1860XvTQ8o5o4P7DdoS0
Tujiko Noriko,Tujiko Noriko,https://i.scdn.co/image/0c22c78ef500807c4265122d246a79f2ae2c0c9b,['j-ambient'],https://open.spotify.com/artist/7n9eKttEekbKaDErD29u7l
The Go! Team,The Go! Team,https://i.scdn.co/image/ab6761610000e5eb489801561b7b713e67c44c5f,"['brighton indie', 'new rave']",https://open.spotify.com/artist/6veTV9sF06FBf2KN0xAdvo
My Little Airport,my little airport,https://i.scdn.co/image/ab6761610000e5ebb54a1e573a1e5c5fb68ed94a,"['chinese indie', 'chinese indie rock', 'hong kong indie', 'hong kong rock', 'twee pop']",https://open.spotify.com/artist/3yfDRplDZh03Y0fEeCd6B0
Camera Obscura,Camera Obscura,https://i.scdn.co/image/ab6761610000e5eb6a9c7c783e4951d3d19c699c,"['chamber pop', 'indie pop', 'scottish indie']",https://open.spotify.com/artist/5gInJ5P5gQnOKPM3SUEVFt
Cibo Matto,Cibo Matto,https://i.scdn.co/image/090fccfd5e0b661557603c6f6c6508775ee3d5b5,"['shibuya-kei', 'trip hop']",https://open.spotify.com/artist/2te8VJxgUxcElC8Uq6eJs6
Os Mutantes,Os Mutantes,https://i.scdn.co/image/ab6761610000e5eb9864aff8c135cd013fb758c3,"['bossa nova', 'mpb', 'psicodelia brasileira', 'psychedelic rock', 'tropicalia']",https://open.spotify.com/artist/5C0gCCG8N5Dh5dZytIgzLX
The 5.6.7.8's,The 5.6.7.8's,https://i.scdn.co/image/ab67616d0000b273498a500da664fb609a6b01d4,"['japanese garage rock', 'japanese rockabilly']",https://open.spotify.com/artist/5MZqcO35TJh5QXaFmvXmUy
Vashti Bunyan,Vashti Bunyan,https://i.scdn.co/image/6b781cc1c4d486de2f7adad366b4bb95eb82b2ab,"['british folk', 'new weird america', 'psychedelic folk']",https://open.spotify.com/artist/4chuPfKtATDZvbRLExsTp2
Sons and Daughters,Sons And Daughters,https://i.scdn.co/image/16c1ca077bfffdb6bf8153599a3a70fa3463066b,['scottish indie'],https://open.spotify.com/artist/1PrFsWVNcI16jsB84oYbAM
Nico,Nico,https://i.scdn.co/image/677676052b80931c35666be501d1f0d5c97397c9,"['experimental', 'melancholia', 'singer-songwriter']",https://open.spotify.com/artist/0IwlY33zbBXN7zlS9DP2Cj
Rasputina,Rasputina,https://i.scdn.co/image/ab6761610000e5ebb9f9b9ba1aa10f48548e0aba,"['bow pop', 'cello', 'dark cabaret', 'steampunk']",https://open.spotify.com/artist/4DeF1n7pWrs52PhWd2sEyr
Spaghetti Vabune!,spaghetti vabune!,,[],https://open.spotify.com/artist/7HC10alZLikeywn8gMNkYE
...And You Will Know Us by the Trail of Dead,...And You Will Know Us by the Trail of Dead,https://i.scdn.co/image/ab6761610000e5eb7c5febf8798925a1b973a058,"['double drumming', 'post-hardcore']",https://open.spotify.com/artist/6wBUn8gMP85n8dPu6LoUcF
Faun Fables,Faun Fables,https://i.scdn.co/image/ab6772690000c46c8f879eb7e412ca6c074fe0da,"['freak folk', 'modern psychedelic folk']",https://open.spotify.com/artist/1SPR8iXsoRnL7MeRz1CfMK
Diante do Trono,Diante do Trono,https://i.scdn.co/image/ab6761610000e5ebcb3d8904c9a8bc9694f0f57a,['brazilian gospel'],https://open.spotify.com/artist/4AeWCU2yUgVFbqKmOezL75
My American Heart,My American Heart,https://i.scdn.co/image/ab6761610000e5eb54bc48d8b533fbe67a406679,['neon pop punk'],https://open.spotify.com/artist/40ahTPmIE9WQOOTutV1dwc
André Valadão,André Valadão,https://i.scdn.co/image/ab6761610000e5eb17d5ec5594a63eecf46baf0d,['brazilian gospel'],https://open.spotify.com/artist/7FKlLr5X7LGFMIR7UfDfDq
Jack Peñate,Jack Peñate,https://i.scdn.co/image/ab6761610000e5ebc19701ffeadcc53564cfbcb9,['british indie rock'],https://open.spotify.com/artist/1VyVjE6tvQiM8T8a3WcYQd
Good Shoes,Good Shoes,https://i.scdn.co/image/ab6761610000e5ebfb1eb936e8acea7834aa7de5,"['british indie rock', 'dance-punk', 'new rave']",https://open.spotify.com/artist/1SBU4DvQapOFCnxMzENUkp
The Small Faces,The Small Faces,,[],
Toque No Altar,Toque no Altar,https://i.scdn.co/image/ab6761610000e5eb1fb3547fb860d5c8065c20b0,['brazilian gospel'],https://open.spotify.com/artist/3dJ2TE4tV9zYiw1lSkqdG5
Bread,Bread,https://i.scdn.co/image/a94fb066d16bf8bafed754f62c5b746357b661e6,"['folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",https://open.spotify.com/artist/70ZTdbPEcEugBNay4MvxfL
Peter & Gordon,Peter And Gordon,https://i.scdn.co/image/2afb763c73b7bbf623a484ef19a42c1bec9500cd,"['beatlesque', 'british blues', 'british invasion']",https://open.spotify.com/artist/6lHC2EQMEMZiEmSfFloarn
The Zombies,The Zombies,https://i.scdn.co/image/ab6761610000e5eb4bbeb54a562d3de858825979,"['baroque pop', 'british invasion', 'classic rock', 'folk rock', 'psychedelic rock']",https://open.spotify.com/artist/2jgPkn6LuUazBoBk6vvjh5
Self Against City,Self Against City,https://i.scdn.co/image/ab6761610000e5eb65e384f3d31623290060f16a,"['alternative pop rock', 'neon pop punk', 'sacramento indie']",https://open.spotify.com/artist/3ernCWIAaioSRwxM2G3ED1
The Searchers,The Searchers,https://i.scdn.co/image/a930cfaee88340434d474889665678a8a17c22f7,"['british invasion', 'rock-and-roll']",https://open.spotify.com/artist/4QmkLL9JOqM9dusHS1Hghe
The Hush Sound,The Hush Sound,https://i.scdn.co/image/e8c67f5c0eca5fa128b82a88feeeac8a2f9ea796,"['baroque pop', 'chicago indie', 'piano rock']",https://open.spotify.com/artist/1RCoE2Dq19lePKhPzt9vM5
Lázaro,Lazaro,https://i.scdn.co/image/ab6761610000e5eb7b1ff6eb3125181467926148,[],https://open.spotify.com/artist/186gjse0sEibt2rng8l4mA
Hot Hot Heat,Hot Hot Heat,https://i.scdn.co/image/004a761a7c2ca8f6dcbfa4e71b00baa03b5a4624,"['canadian rock', 'dance-punk', 'victoria bc indie']",https://open.spotify.com/artist/5UVftEhSsIg0kkXlmfhB6M
The Zutons,The Zutons,https://i.scdn.co/image/ab6761610000e5ebaf9ec7b8dc3e3a507b739873,"['british indie rock', 'english indie rock']",https://open.spotify.com/artist/2qV7axHq9Jk7QqFcB3f05A
Lenine,Lenine,https://i.scdn.co/image/ab6761610000e5ebec49145db333873093681fb4,"['bossa nova', 'brazilian rock', 'manguebeat', 'mpb', 'nova mpb', 'nova musica pernambucana']",https://open.spotify.com/artist/4YLBdrR3DVSMncm785NH6C
Guinga,Guinga,https://i.scdn.co/image/ab67616d0000b27306931ccf41e06d5a9d3cb2ac,['violao'],https://open.spotify.com/artist/5eTFGhsuJJrmwAF2ttmgOl
João Bosco,João Bosco,https://i.scdn.co/image/ab6761610000e5ebe700714015500c6eb76fc63d,"['bossa nova', 'mpb', 'samba', 'velha guarda', 'violao']",https://open.spotify.com/artist/3DF0ClNOUuvS3gh8V8sRJH
Andy McKee,Andy McKee,https://i.scdn.co/image/ab6761610000e5eb5f81f7c715074b1a223ed268,"['fingerstyle', 'instrumental bluegrass']",https://open.spotify.com/artist/59T0qdTmDGZ1g0slfSbPfy
Ney Conceição,Ney Conceição,https://i.scdn.co/image/ab67616d0000b27346d945dcad1a31cceca7f2f0,[],https://open.spotify.com/artist/3YEBao7ojAU2iwWJ9djEvM
Ben Harper,Ben Harper,https://i.scdn.co/image/ab6761610000e5eb3c9c29d5da3d90b991c6abbb,"['neo mellow', 'pastoral']",https://open.spotify.com/artist/45lorWzrKLxfKlWpV7r9CN
The Dave Brubeck Quartet,The Dave Brubeck Quartet,https://i.scdn.co/image/b6f7dc3c16f95e6df120af205d4007f518b01e0e,"['bebop', 'jazz', 'jazz quartet']",https://open.spotify.com/artist/4iRZAbYvBqnxrbs6K25aJ7
Yamandú Costa,Yamandú Costa,,[],https://open.spotify.com/artist/2A1rIcjsyyzkhjAP2XaTnF
Nosso Trio,Nosso Trio,https://i.scdn.co/image/ab67616d0000b2732ae17d003cfab10c2cc02c42,[],https://open.spotify.com/artist/2XMZwBSc1wCKQPZw3kayck
Victor e Léo,Victor & Leo,https://i.scdn.co/image/ab6761610000e5ebae970527ddf8103c553e7fb6,"['sertanejo', 'sertanejo universitario']",https://open.spotify.com/artist/2HtEBtekn0bXogyogD3PTr
Motorocker,Motorocker,https://i.scdn.co/image/ab67616d0000b27354de59bb81a9d5ccd49e04f0,[],https://open.spotify.com/artist/4cfgW4cjD9uadOTUwD6gPN
Velhas Virgens,Velhas Virgens,https://i.scdn.co/image/ab6761610000e5eb45dc29eae7043e9159d5d2af,"['brazilian blues', 'brazilian punk', 'brazilian rock']",https://open.spotify.com/artist/1NG0y4OWAFilBtNB2Ey9jK
Chicago,Chicago,https://i.scdn.co/image/ab6761610000e5ebbab088e2157b02848dfcbc1e,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0
Pouca Vogal,Pouca Vogal,https://i.scdn.co/image/ab67616d0000b273c13b123ee9eaed3ab8dd1edf,"['folk brasileiro', 'rock gaucho']",https://open.spotify.com/artist/2O7dDVdUrHpSTg6qdrSWFy
Frejat,Frejat,https://i.scdn.co/image/ab6761610000e5ebd6b8f6d66ca6eb11ca82989c,"['mpb', 'rock nacional brasileiro']",https://open.spotify.com/artist/3WVjDclrbHsxjxhiOqHdnw
RPM,RPM,https://i.scdn.co/image/ab6761610000e5ebf656af4b1d598b1008a1e59d,['rock nacional brasileiro'],https://open.spotify.com/artist/7lfmakKFOeQWdUrbmVK6EQ
Michael Kiske,Michael Kiske,https://i.scdn.co/image/ab67616d0000b27368e0d315c7b766e1b78096f2,[],https://open.spotify.com/artist/0gCtlB8zAb5lkus3e4X1ET
Rádio Taxi,Radio Taxi,https://i.scdn.co/image/ab67616d0000b27356f4a2081e2cbac9935405a8,['rock nacional brasileiro'],https://open.spotify.com/artist/2A9ZOE4ukWNyIjDhtUyp45
Marina Lima,Marina Lima,https://i.scdn.co/image/ab6761610000e5eb8c51b591a18c65bc491b177e,"['mpb', 'rock nacional brasileiro']",https://open.spotify.com/artist/28IcRPf399RPv4TUiZ7uol
Delain,Delain,https://i.scdn.co/image/ab6761610000e5ebc39b4a9132d48d6fbf9b28bf,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'symphonic metal']",https://open.spotify.com/artist/6pIRdCtSE5hLFfIfcTAicI
Kristine Elezaj,Kristine Elezaj,https://i.scdn.co/image/ab6761610000e5eba79e8c5b36053c7ab6318023,['deep dance pop'],https://open.spotify.com/artist/6CuBLNMD7jMKc3NkQcJj6k
ReVamp,ReVamp,https://i.scdn.co/image/ab6772690000c46c976a9c1c681832ca7d3b359a,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'symphonic metal']",https://open.spotify.com/artist/4LPznDHsWRPbEivBW6aYqv
Sellyy,Sellyy,,[],
Blake McGrath,Blake McGrath,https://i.scdn.co/image/ab6761610000e5ebfb431190a7bdddbb8f121724,['canadian pop'],https://open.spotify.com/artist/4MB9CqgEa0TtpVSEkoSlW1
Joe Brooks,Joe Brooks,https://i.scdn.co/image/ab6761610000e5eb6da75aa5fce59326c7190d66,"['alternative pop rock', 'viral pop']",https://open.spotify.com/artist/6Z8D437D8u4IdirS4Jc58d
Marie-Mai,Marie-Mai,https://i.scdn.co/image/ab6761610000e5eb124397f2987349e95f70a0c5,"['auteur-compositeur-interprete quebecois', 'pop quebecois']",https://open.spotify.com/artist/1BmW7gk5sNUff7U3JEWqxa
Indica,Indica,https://i.scdn.co/image/ab6761610000e5ebbc91c30326eaf152c5866ba3,['trap soul'],https://open.spotify.com/artist/7M8Dr8WOuZFfFsFK7A5U1b
Mash,$MASH,https://i.scdn.co/image/ab6761610000e5eb5bacf1da9330ab677c3a8383,[],https://open.spotify.com/artist/2AOBbDqMyCWp12M8ULOJdw
Valentine,J. Valentine,https://i.scdn.co/image/d12b4ae3c7e6599aee0608f58074c50acd0e2b5c,['pop r&b'],https://open.spotify.com/artist/0YG3fiiee6tHuimu1klAMg
The Vines,The Vines,https://i.scdn.co/image/760e4c55d45c4cd1912512c4e7cf317ea038fd92,"['alternative rock', 'dance-punk', 'garage rock', 'modern rock']",https://open.spotify.com/artist/7vkiEK5D7Gf0z4M1Va0CXD
The Dark,The Darkness,https://i.scdn.co/image/ab6761610000e5eb2639501574377bb7bf34fdec,"['glam metal', 'hard rock']",https://open.spotify.com/artist/5r1bdqzhgRoHC3YcCV6N5a
Rita Lee & Tutti Frutti,Rita Lee & Tutti Frutti,,[],
The Only Ones,The Only Ones,https://i.scdn.co/image/faee291824122f9f51371d9e2dbedb4094cd4665,"['mod revival', 'protopunk', 'pub rock', 'uk post-punk']",https://open.spotify.com/artist/16VudBYGOd9sMpOtA0szfp
London After Midnight,London After Midnight,https://i.scdn.co/image/ab6761610000e5eb7bf687f83e6ac729651ee962,"['dark rock', 'dark wave', 'gothic rock']",https://open.spotify.com/artist/51mEqzVhG2n9nD2kBAnWer
Ryan Star,Ryan Star,https://i.scdn.co/image/eb95ef558e6158954844550b9bf38229bd76dce3,[],https://open.spotify.com/artist/01LfDhfF9mkpmEwRalZCmO
The Joy Formidable,The Joy Formidable,https://i.scdn.co/image/ab6761610000e5eb289e4874522788e1d986d81d,"['metropopolis', 'nu gaze', 'welsh indie', 'welsh rock']",https://open.spotify.com/artist/4LdZNE5MHGqvc0N9ivXNF3
Nneka,Nneka,https://i.scdn.co/image/ab6761610000e5ebc2f3c2db3aa6f86aa810f7d4,['neo soul'],https://open.spotify.com/artist/0VX4MyYhvKRtU1AZUVGLUZ
Blue Foundation,Blue Foundation,https://i.scdn.co/image/ab6761610000e5eba649ff3d2410f91fa5e139ec,['dream pop'],https://open.spotify.com/artist/1FWybrAwiSa0zKibdLfZZr
Foster the People,Foster The People,https://i.scdn.co/image/ab6761610000e5ebb5a3c9a9ca40824e0f44ea78,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc
Linas Adomaitis,Linas Adomaitis,https://i.scdn.co/image/ab6761610000e5ebb4d2cb20e753473f34ef53d6,['lithuanian pop'],https://open.spotify.com/artist/7mb91EaJFCFcvGXaDaWy9W
Stateless,Stateless,https://i.scdn.co/image/ab67616d0000b273de0b7e1df859024ac6f04493,['british alternative rock'],https://open.spotify.com/artist/6msJKphD3VXZPItnztefdH
Anapilis,Anapilis,,[],
Frou Frou,Frou Frou,https://i.scdn.co/image/ab6761610000e5eb36e26b5e16a105ddc4e238f6,"['downtempo', 'etherpop', 'metropopolis']",https://open.spotify.com/artist/6MUyqmIQ35inLjch0YzIEG
Hilltop Hoods,Hilltop Hoods,https://i.scdn.co/image/ab6761610000e5eb3290cb248bfbd75c106033ea,['australian hip hop'],https://open.spotify.com/artist/7dlqUnjoF2U2DkNDMhcgG4
Strachy Na Lachy,Strachy Na Lachy,https://i.scdn.co/image/ab6761610000e5ebea77785f08b34af2d865e5b9,['polish alternative rock'],https://open.spotify.com/artist/4DXXg7xzgKAEYeFhh9wAtk
Bas Tajpan,Bas Tajpan,https://i.scdn.co/image/ab67616d0000b2733a68cbd293ab3cdae61cbf25,"['polish hip hop', 'polish reggae']",https://open.spotify.com/artist/5gRK2EipenV7NgXdKbX9vz
Composition Of Sound,Composition Of Sound,,[],
Lowe,LOWES,https://i.scdn.co/image/ab6761610000e5eb4325dcfd1c779f6e08be44c6,[],https://open.spotify.com/artist/1mbybf2CrAiwWiznqA8R3g
Dżem,Dzem,https://i.scdn.co/image/ab6761610000e5eb9ce9dc9bd59e9a500ffb5eea,"['polish blues', 'polish rock']",https://open.spotify.com/artist/5ADo6yIOeD8LJglejYcuen
Michael Hutchence,Michael Hutchence,https://i.scdn.co/image/cbe2f768fa09bdafb945b85fb80d64864d8b4a0b,[],https://open.spotify.com/artist/5mkI3ZZVNkFFVv5Yo51YeY
Kasia Kowalska,Kasia Kowalska,https://i.scdn.co/image/ab67616d0000b2739853542982521d72fb47a08b,['polish pop'],https://open.spotify.com/artist/6VKh8iOViFBI7R8Bb9AilZ
Natural Dread Killaz,Natural Dread Killaz,https://i.scdn.co/image/ab67616d0000b273447b9cca231c4ccdd0e536da,['polish reggae'],https://open.spotify.com/artist/1DViThfGuJuJZHGGd9zclE
Perfidious Words,Perfidious Words,https://i.scdn.co/image/ab67616d0000b273ab65e47f89ed0c23c1a86c37,"['futurepop', 'neo-synthpop']",https://open.spotify.com/artist/6MtOpoxEOshj3sjISdxg9Z
